recipients,donors,transconjugants,segregadas,adaptations_number,cycle
948904,1053,43,0,0,6367448
948873,1047,79,1,0,9446736
948827,1065,108,0,0,12439597
948814,1021,165,0,0,15440536
948794,1010,193,3,0,18436622
948738,1015,247,0,0,21437020
948698,986,314,2,0,24440348
948681,986,327,6,0,27433792
948698,951,345,6,0,30435947
948679,938,381,2,0,33432032
948557,985,455,3,0,36430447
948562,930,501,7,0,39423607
948513,946,538,3,0,42424243
948435,948,613,4,0,45413522
948451,889,656,4,0,48403288
948398,923,674,5,0,51406015
948414,895,683,8,0,54395507
948359,895,743,3,0,57386037
948284,900,813,3,0,60376400
948252,869,876,3,0,63370855
948195,840,962,3,0,66363679
948252,808,934,6,0,69358151
948315,784,896,5,0,72353636
948305,786,908,1,0,75356660
948256,790,952,2,0,78341662
948251,814,934,1,0,81326895
948195,802,1002,1,0,84325905
948175,816,1007,2,0,87315637
948177,777,1040,6,0,90314887
948129,763,1103,5,0,93307170
948088,751,1159,2,0,96310081
948060,757,1179,4,0,99320106
947988,776,1230,6,0,102315345
947979,720,1292,9,0,105310984
947876,742,1374,8,0,108317925
947868,731,1388,13,0,111306798
947868,740,1384,8,0,114302003
947734,758,1499,9,0,117300064
947771,741,1469,19,0,120300160
947642,766,1579,13,0,123303192
947615,758,1610,17,0,126287545
947525,753,1706,16,0,129272853
947490,751,1738,21,0,132262521
947442,757,1781,20,0,135259305
947422,747,1807,24,0,138259359
947351,797,1836,16,0,141249524
947319,832,1839,10,0,144240958
947289,848,1852,11,0,147229867
947278,869,1841,12,0,150221935
947238,846,1899,17,0,153223294
947231,836,1915,18,0,156219349
947176,830,1971,23,0,159222117
947111,834,2030,25,0,162229615
947114,859,2001,26,0,165226551
947102,850,2013,35,0,168225707
947054,863,2042,41,0,171222249
947030,832,2092,46,0,174215331
947020,865,2073,42,0,177217274
946926,906,2125,43,0,180211881
946980,892,2088,40,0,183200498
946929,936,2105,30,0,186203466
946911,961,2108,20,0,189193060
946850,952,2177,21,0,192195736
946791,1004,2188,17,0,195183483
946736,1001,2239,24,0,198167777
946738,977,2262,23,0,201156000
946729,996,2252,23,0,204156284
946738,996,2247,19,0,207149683
946654,1021,2307,18,0,210134137
946633,1035,2314,18,0,213138952
946574,1029,2377,20,0,216135704
946508,1010,2464,18,0,219135216
946486,1033,2465,16,0,222129550
946466,1069,2448,17,0,225131082
946429,1121,2438,12,0,228129050
946388,1155,2445,12,0,231132906
946363,1102,2518,17,0,234127676
946282,1153,2542,23,0,237127640
946227,1155,2591,27,0,240123810
946153,1168,2656,23,0,243118902
946017,1224,2739,20,0,246125345
945966,1190,2816,28,0,249125378
946014,1166,2792,28,0,252119771
945892,1191,2880,37,0,255114459
945826,1240,2899,35,0,258098214
945789,1289,2874,48,0,261097318
945744,1308,2891,57,0,264107915
945640,1294,2985,81,0,267104427
945610,1279,3037,74,0,270094549
945477,1307,3125,91,0,273103782
945372,1316,3202,110,0,276106301
945315,1348,3226,111,0,279098423
945218,1394,3286,102,0,282078093
945245,1442,3233,80,0,285078382
945266,1419,3252,63,0,288070881
945253,1440,3241,66,0,291066778
945114,1449,3359,78,0,294055373
945128,1456,3361,55,0,297059991
945047,1576,3323,54,0,300047697
945096,1631,3210,63,0,303047456
944993,1700,3240,67,0,306043420
944897,1747,3276,80,0,309054583
944783,1803,3330,84,0,312047160
944734,1793,3405,68,0,315047205
944701,1788,3439,72,0,318039684
944648,1788,3484,80,0,321027692
944462,1812,3663,63,0,324032528
944389,1797,3750,64,0,327027427
944301,1769,3865,65,0,330025979
944279,1758,3898,65,0,333024484
944157,1777,4014,52,0,336015562
944216,1798,3938,48,0,339008000
944150,1822,3981,47,0,342002050
944099,1861,3990,50,0,344988358
944139,1866,3950,45,0,347994062
944076,1857,4034,33,0,350981479
944033,1854,4067,46,0,353988172
943985,1928,4056,31,0,356995157
943891,1954,4136,19,0,360004367
943804,1942,4234,20,0,363006625
943768,1923,4289,20,0,365999164
943807,1933,4247,13,0,368986054
943790,1918,4277,15,0,371989699
943753,1943,4291,13,0,374981630
943746,1986,4261,7,0,377990818
