recipients,donors,transconjugants,segregadas,adaptations_number,cycle
937848,8540,3605,7,0,6319530
935214,8791,5991,4,0,9428825
932092,9226,8678,4,0,12454907
928659,9596,11732,13,0,15459193
924885,10146,14958,11,0,18484447
920478,10781,18728,13,0,21509710
915752,11538,22699,11,0,24555850
910772,12311,26901,16,0,27613227
905324,13181,31488,7,0,30685416
899458,14049,36486,7,0,33764760
893382,15004,41609,5,0,36864676
886696,16204,47084,16,0,39958702
879497,17409,53078,16,0,43082285
872233,18551,59199,17,0,46220823
864653,19906,65423,18,0,49375969
856540,21396,72045,19,0,52550486
848080,22781,79124,15,0,55739205
839454,24251,86269,26,0,58946864
830634,25929,93419,18,0,62174871
821411,27632,100918,39,0,65425068
811938,29431,108609,22,0,68684174
802147,31232,116589,32,0,71969412
791589,33142,125212,57,0,75288453
781220,35145,133595,40,0,78612081
770596,37355,142004,45,0,81978708
759157,39431,151381,31,0,85358770
747963,41491,160511,35,0,88755973
736587,43575,169796,42,0,92176882
724885,45712,179355,48,0,95619704
712741,48411,188802,46,0,99068741
700734,50918,198301,47,0,102547858
688945,53343,207651,61,0,106071602
676469,55957,217516,58,0,109602542
664183,58531,227226,60,0,113166822
651837,61306,236789,68,0,116752679
639105,64083,246757,55,0,120347761
626510,67031,256398,61,0,123978919
613456,69920,266557,67,0,127628126
600906,72887,276132,75,0,131308134
588150,75833,285928,89,0,135011584
575303,79059,295562,76,0,138749711
562314,82052,305537,97,0,142480379
549676,85104,315133,87,0,146228144
536904,88582,324421,93,0,149998747
523775,91934,334196,95,0,153785534
511342,95234,343346,78,0,157575502
498715,98581,352611,93,0,161374036
485832,101964,362095,109,0,165160020
472946,105290,371665,99,0,168939892
460798,108177,380927,98,0,172722399
447774,111525,390584,117,0,176473302
434771,114830,400287,112,0,180196541
421346,117401,411151,102,0,183900897
408545,119891,421450,114,0,187562739
395328,122293,432243,136,0,191186919
382355,124461,443062,122,0,194773489
369160,126212,454498,130,0,198320844
356905,127707,465239,149,0,201826834
343908,129223,476710,159,0,205299981
331433,130447,487962,158,0,208737670
319397,131268,499181,154,0,212138572
307359,131974,510527,140,0,215510381
295590,132654,521603,153,0,218867498
283924,133076,532855,145,0,222195742
272450,133879,543524,147,0,225513418
261128,134371,554351,150,0,228818065
249517,134359,565980,144,0,232131632
238641,134436,576777,146,0,235437204
228301,134460,587066,173,0,238715465
217557,134908,597364,171,0,241989588
207592,134810,607421,177,0,245284515
197721,134889,617238,152,0,248569237
187969,134942,626928,161,0,251865964
178640,134804,636411,145,0,255163804
168868,134999,645934,199,0,258460572
160697,134913,654220,170,0,261736950
152120,134679,663008,193,0,265020681
143772,134835,671195,198,0,268304854
135852,134439,679498,211,0,271591644
127771,134347,687702,180,0,274878359
120240,134261,695351,148,0,278170089
112985,134144,702673,198,0,281461099
106165,133829,709831,175,0,284757513
99545,133807,716463,185,0,288034235
93163,133661,722996,180,0,291322951
87114,133509,729202,175,0,294632239
81126,133508,735168,198,0,297932075
75683,133380,740749,188,0,301240206
70254,133406,746156,184,0,304542279
65420,133593,750784,203,0,307847383
60607,133710,755516,167,0,311145771
56289,133600,759935,176,0,314450361
52198,133632,763977,193,0,317756954
48287,133330,768185,198,0,321062776
44486,133431,771860,223,0,324369518
41158,133146,775526,170,0,327689482
38016,133182,778602,200,0,331013798
35081,133211,781501,207,0,334332802
32299,133545,783991,165,0,337661070
29593,133443,786772,192,0,340978923
27063,133652,789076,209,0,344295905
24734,133768,791265,233,0,347613227
22400,133793,793606,201,0,350935282
20383,133750,795685,182,0,354274787
18506,133404,797911,179,0,357579946
16831,133192,799780,197,0,360887556
15327,133041,801430,202,0,364213383
13786,133159,802865,190,0,367513584
12455,133095,804232,218,0,370830058
11123,132975,805686,216,0,374145976
9912,133053,806830,205,0,377466718
8771,132866,808161,202,0,380793947
7667,132672,809453,208,0,384119017
6642,133156,809990,212,0,387452575
5758,133612,810421,209,0,390788253
4925,133135,811768,172,0,394127528
4095,132825,812910,170,0,397451114
3477,132680,813648,195,0,400780406
2964,132851,813981,204,0,404108215
2523,132816,814450,211,0,407437716
2128,132943,814731,198,0,410753536
1780,132963,815044,213,0,414076108
1431,133239,815136,194,0,417413003
1101,132934,815761,204,0,420740960
875,132740,816202,183,0,424064742
648,132765,816417,170,0,427392346
470,132707,816640,183,0,430723429
303,132620,816880,197,0,434051341
218,132101,817485,196,0,437378216
138,132365,817280,217,0,440710165
78,132202,817513,207,0,444030378
44,132366,817387,203,0,447356542
29,132715,817087,169,0,450682245
8,132817,816961,214,0,454015194
4,132485,817310,201,0,457326735
0,132577,817230,193,0,460646327
0,132452,817347,201,0,463969396
0,132404,817414,182,0,467309150
0,132640,817155,205,0,470631994
0,132434,817381,185,0,473948769
0,132552,817249,199,0,477283821
0,132740,817064,196,0,480600012
0,132932,816888,180,0,483922366
0,133479,816324,197,0,487245881
0,133469,816329,202,0,490576927
0,133129,816681,190,0,493893296
0,133086,816722,192,0,497220058
0,133042,816723,235,0,500559543
0,132981,816810,209,0,503885198
0,132929,816873,198,0,507206375
0,132982,816798,220,0,510529029
0,133211,816578,211,0,513852629
0,133279,816498,223,0,517173092
0,133327,816465,208,0,520505257
0,133269,816524,207,0,523831761
0,133290,816515,195,0,527163604
