recipients,donors,transconjugants,segregadas,adaptations_number,cycle
949249,747,4,0,0,6334836
949263,732,5,0,0,9406013
949259,733,6,2,0,12401974
949246,736,14,4,0,15400012
949261,716,12,11,0,18385367
949287,681,23,9,0,21369414
949274,692,21,13,0,24364688
949221,736,29,14,0,27359107
949228,734,28,10,0,30364132
949242,709,41,8,0,33358556
949235,717,38,10,0,36349611
949249,697,32,22,0,39343485
949244,701,28,27,0,42356629
949220,724,27,29,0,45359055
949188,752,30,30,0,48345872
949213,738,29,20,0,51335666
949238,710,34,18,0,54330805
949237,701,38,24,0,57321185
949240,699,41,20,0,60308457
949268,681,36,15,0,63303439
949281,658,46,15,0,66301687
949255,678,55,12,0,69297621
949265,666,50,19,0,72299550
949287,636,56,21,0,75296326
949282,636,69,13,0,78297430
949283,636,69,12,0,81292983
949306,615,69,10,0,84285756
949332,607,50,11,0,87271905
949279,655,54,12,0,90272883
949235,701,49,15,0,93260514
949199,736,51,14,0,96254247
949199,740,47,14,0,99238486
949154,781,52,13,0,102228343
949189,754,45,12,0,105231892
949144,799,43,14,0,108218219
949132,800,43,25,0,111204410
949155,773,48,24,0,114206400
949168,782,42,8,0,117203320
949176,787,34,3,0,120192033
949185,775,39,1,0,123192406
949168,787,44,1,0,126199835
949151,799,46,4,0,129200455
949119,826,53,2,0,132195705
949094,823,77,6,0,135194312
949065,847,85,3,0,138194364
949106,806,85,3,0,141182162
949126,774,96,4,0,144168617
949091,813,92,4,0,147170723
949109,810,80,1,0,150158686
949084,823,93,0,0,153154813
949072,846,81,1,0,156142940
949094,845,61,0,0,159155423
949104,832,64,0,0,162153058
949114,823,63,0,0,165143480
949092,829,78,1,0,168146918
949077,851,72,0,0,171138380
949116,799,85,0,0,174127799
949147,771,79,3,0,177122071
949160,766,72,2,0,180121502
949141,789,70,0,0,183106680
949065,862,73,0,0,186102582
949071,865,63,1,0,189097803
949077,873,49,1,0,192097499
949112,840,48,0,0,195096813
949097,838,64,1,0,198098193
949101,838,59,2,0,201099247
949136,817,47,0,0,204096855
949114,849,37,0,0,207091844
949135,819,46,0,0,210080565
949127,829,43,1,0,213086348
949121,830,46,3,0,216095700
949111,838,49,2,0,219085822
949146,810,41,3,0,222088419
949111,842,40,7,0,225074070
949103,848,41,8,0,228066090
949098,848,45,9,0,231060412
949112,842,34,12,0,234059987
949095,852,44,9,0,237056014
949090,842,49,19,0,240045211
949139,789,55,17,0,243038198
949147,775,54,24,0,246031627
949111,807,54,28,0,249017852
949098,826,43,33,0,251999275
949067,860,43,30,0,255007565
949125,812,27,36,0,257993941
949172,759,37,32,0,260993946
949163,756,44,37,0,263987784
949161,743,60,36,0,266982896
949150,761,61,28,0,269979288
949127,797,53,23,0,272977525
949143,774,63,20,0,275969831
949124,781,65,30,0,278955661
949087,806,71,36,0,281944768
949086,824,64,26,0,284933774
949029,876,75,20,0,287918671
948972,927,77,24,0,290921350
948977,906,90,27,0,293930422
948948,937,81,34,0,296935850
948900,967,97,36,0,299928691
948938,936,94,32,0,302928210
948897,992,77,34,0,305906790
948912,979,77,32,0,308898318
948931,952,83,34,0,311893573
948930,955,75,40,0,314885810
948959,933,73,35,0,317885734
948966,928,66,40,0,320880696
948989,905,68,38,0,323873573
949018,860,82,40,0,326857204
949048,841,74,37,0,329841499
949029,868,69,34,0,332838463
949025,856,92,27,0,335839211
948988,904,84,24,0,338826444
948979,913,94,14,0,341815487
948998,886,102,14,0,344812181
948991,879,106,24,0,347796732
948986,871,112,31,0,350776956
948994,887,90,29,0,353770918
949005,873,91,31,0,356759390
949022,845,95,38,0,359752876
949030,841,89,40,0,362752978
949016,832,112,40,0,365756931
949027,813,115,45,0,368750514
949007,831,118,44,0,371746891
948987,844,126,43,0,374743559
949024,834,108,34,0,377728960
949014,865,93,28,0,380729195
949016,858,102,24,0,383724676
948996,875,107,22,0,386701145
949004,874,96,26,0,389695510
949033,848,96,23,0,392688130
948993,869,100,38,0,395680270
948949,908,96,47,0,398679445
948932,934,90,44,0,401676603
948912,953,91,44,0,404677459
948937,930,82,51,0,407673093
948962,935,63,40,0,410672121
948937,942,80,41,0,413665727
948934,948,81,37,0,416648113
948950,937,73,40,0,419635114
948957,937,68,38,0,422624422
948950,939,74,37,0,425623262
948951,934,82,33,0,428616683
948914,979,65,42,0,431602629
948879,1009,68,44,0,434595729
948817,1046,79,58,0,437575153
948814,1051,83,52,0,440571787
948794,1052,94,60,0,443560076
948791,1027,110,72,0,446562541
948821,992,108,79,0,449548800
948834,1009,93,64,0,452543278
948870,982,84,64,0,455530116
948889,955,90,66,0,458522486
948856,966,108,70,0,461514706
948872,969,97,62,0,464499930
948946,908,95,51,0,467492414
948995,884,68,53,0,470489612
948928,943,70,59,0,473486059
948897,974,66,63,0,476481602
948907,957,78,58,0,479488002
948857,1004,85,54,0,482476333
948865,984,93,58,0,485477069
948900,965,86,49,0,488474581
948909,975,78,38,0,491471678
948902,987,75,36,0,494469483
948904,968,83,45,0,497449617
948925,942,86,47,0,500441920
948968,897,76,59,0,503433308
949007,861,69,63,0,506432369
949007,863,72,58,0,509426612
949024,838,83,55,0,512425157
949024,849,75,52,0,515422454
949014,849,78,59,0,518415588
948980,887,84,49,0,521416141
948978,880,85,57,0,524400963
948963,880,88,69,0,527389084
948968,906,67,59,0,530386719
948933,952,54,61,0,533384869
948991,924,40,45,0,536372465
948994,923,34,49,0,539358267
949037,882,29,52,0,542351575
949091,847,19,43,0,545346642
949060,869,18,53,0,548345426
949097,832,19,52,0,551337275
949067,870,19,44,0,554337045
949074,867,19,40,0,557333526
949074,861,24,41,0,560329029
949026,894,35,45,0,563319371
949063,871,27,39,0,566318436
948980,956,24,40,0,569323695
949006,949,18,27,0,572330260
948933,1020,19,28,0,575335019
948870,1083,16,31,0,578331776
948811,1129,18,42,0,581325251
948780,1161,21,38,0,584319762
948776,1168,12,44,0,587316850
948768,1183,5,44,0,590309528
948793,1156,2,49,0,593300454
948780,1162,9,49,0,596299307
948699,1232,19,50,0,599279927
948715,1209,26,50,0,602276519
948663,1247,39,51,0,605270039
948643,1274,33,50,0,608270728
948561,1337,40,62,0,611264925
948625,1290,26,59,0,614266672
948643,1268,18,71,0,617262547
948600,1297,29,74,0,620263754
948627,1268,42,63,0,623261661
948663,1234,47,56,0,626255823
948636,1270,32,62,0,629255604
948677,1218,40,65,0,632251316
948680,1214,38,68,0,635253659
948661,1228,39,72,0,638248832
948640,1251,36,73,0,641239075
948617,1277,37,69,0,644230315
948644,1238,47,71,0,647219978
948644,1227,46,83,0,650206257
948614,1264,40,82,0,653199786
948630,1238,45,87,0,656202450
948641,1219,53,87,0,659204174
948624,1245,52,79,0,662205773
948645,1236,50,69,0,665202188
948572,1309,52,67,0,668194645
948538,1328,57,77,0,671184330
948518,1358,63,61,0,674178140
948562,1327,53,58,0,677176865
948557,1344,55,44,0,680159666
948566,1331,55,48,0,683156613
948582,1307,58,53,0,686162876
948572,1296,66,66,0,689158031
948560,1304,78,58,0,692152876
948500,1360,83,57,0,695150528
948469,1395,77,59,0,698138178
948487,1383,68,62,0,701134145
948514,1379,57,50,0,704136434
948533,1370,46,51,0,707125789
948526,1378,53,43,0,710123212
948566,1344,52,38,0,713117793
948517,1389,55,39,0,716120681
948526,1388,50,36,0,719127273
948540,1367,47,46,0,722112750
948540,1358,54,48,0,725095539
948548,1368,55,29,0,728085610
948529,1388,43,40,0,731078308
948496,1419,51,34,0,734072578
948497,1389,68,46,0,737071042
948462,1407,79,52,0,740061401
948446,1438,71,45,0,743056348
948386,1499,60,55,0,746047362
948373,1499,76,52,0,749043866
948400,1480,78,42,0,752032980
948382,1483,89,46,0,755029858
948311,1538,109,42,0,758010680
948262,1581,114,43,0,761003159
948280,1575,100,45,0,763997772
948318,1541,101,40,0,766985390
948323,1557,83,37,0,769980023
948309,1572,79,40,0,772964363
948284,1567,103,46,0,775960173
948201,1668,82,49,0,778961348
948149,1722,83,46,0,781953875
948134,1717,84,65,0,784954669
948164,1652,102,82,0,787945027
948168,1636,116,80,0,790938201
948121,1676,115,88,0,793921131
948148,1654,116,82,0,796917253
948144,1678,109,69,0,799918669
948104,1705,115,76,0,802918211
948124,1686,119,71,0,805898387
948163,1650,122,65,0,808891242
948147,1674,122,57,0,811893280
948160,1642,136,62,0,814875392
948153,1640,146,61,0,817877321
948152,1653,127,68,0,820865291
948155,1636,144,65,0,823864833
948169,1638,130,63,0,826865251
948164,1641,124,71,0,829858165
948153,1654,121,72,0,832856359
948165,1655,119,61,0,835847372
948148,1695,100,57,0,838836279
948157,1692,93,58,0,841838703
948158,1687,98,57,0,844829166
948128,1709,109,54,0,847825434
948081,1746,125,48,0,850821171
948103,1721,130,46,0,853816712
948071,1763,123,43,0,856820775
948042,1799,111,48,0,859816659
948015,1845,101,39,0,862816488
948005,1842,111,42,0,865813736
947951,1897,107,45,0,868818162
947962,1887,103,48,0,871819129
947987,1893,84,36,0,874814249
947960,1915,98,27,0,877815595
947994,1878,96,32,0,880816751
947974,1874,111,41,0,883817243
947982,1852,118,48,0,886812419
948016,1825,103,56,0,889797377
948037,1787,114,62,0,892790438
947974,1846,114,66,0,895788596
947982,1831,107,80,0,898785721
947922,1916,101,61,0,901780709
947932,1893,117,58,0,904770540
947922,1893,120,65,0,907774070
947919,1906,108,67,0,910771391
947936,1926,86,52,0,913761264
947959,1916,79,46,0,916755590
947924,1948,81,47,0,919755438
947934,1909,105,52,0,922734975
947920,1922,101,57,0,925740446
947889,1933,109,69,0,928732938
947877,1939,109,75,0,931709208
947927,1898,98,77,0,934691589
947966,1844,98,92,0,937681686
947964,1869,86,81,0,940686963
948012,1821,79,88,0,943676391
948020,1802,76,102,0,946662126
948024,1770,103,103,0,949659462
947987,1795,121,97,0,952656219
947973,1835,114,78,0,955645206
947994,1810,126,70,0,958644478
948012,1779,131,78,0,961650380
948022,1764,132,82,0,964657146
948043,1750,126,81,0,967641541
948032,1757,121,90,0,970637742
948015,1755,126,104,0,973635148
948047,1745,118,90,0,976637655
948062,1719,109,110,0,979627497
948026,1730,128,116,0,982616710
948016,1733,130,121,0,985607230
948026,1732,107,135,0,988597186
947995,1785,100,120,0,991588185
947968,1792,108,132,0,994582715
947981,1769,137,113,0,997580477
947974,1786,126,114,0,1000572702
948004,1733,139,124,0,1003570956
947986,1740,153,121,0,1006557907
947982,1723,174,121,0,1009546916
947983,1714,188,115,0,1012535069
947996,1690,201,113,0,1015523120
947969,1684,213,134,0,1018523854
947972,1668,206,154,0,1021515806
948000,1666,179,155,0,1024521866
947988,1707,151,154,0,1027523745
947996,1681,168,155,0,1030535637
947972,1694,178,156,0,1033529276
948004,1682,175,139,0,1036521279
947995,1699,150,156,0,1039513105
947947,1731,159,163,0,1042509214
947966,1727,141,166,0,1045497120
947931,1753,159,157,0,1048495401
947955,1739,142,164,0,1051496148
948010,1680,146,164,0,1054496151
948006,1698,141,155,0,1057482987
948016,1711,119,154,0,1060483004
948049,1714,104,133,0,1063480630
948049,1729,96,126,0,1066481455
948065,1710,114,111,0,1069472399
948088,1712,102,98,0,1072453606
948093,1705,96,106,0,1075449917
948077,1728,86,109,0,1078449211
948028,1764,67,141,0,1081438009
947959,1792,90,159,0,1084438000
947946,1785,108,161,0,1087426655
947927,1815,93,165,0,1090435653
947935,1807,79,179,0,1093424665
947934,1792,94,180,0,1096423592
947991,1721,112,176,0,1099416412
947953,1777,101,169,0,1102400101
947949,1811,84,156,0,1105399638
947887,1867,105,141,0,1108414588
947942,1808,107,143,0,1111408089
947966,1795,98,141,0,1114395495
947932,1812,105,151,0,1117387435
947899,1817,106,178,0,1120386715
947889,1844,106,161,0,1123371838
947925,1822,92,161,0,1126370069
947957,1785,101,157,0,1129367194
947935,1790,99,176,0,1132364131
947893,1837,116,154,0,1135354559
947935,1805,91,169,0,1138338703
947853,1859,99,189,0,1141324949
947842,1864,101,193,0,1144324250
947854,1849,99,198,0,1147319780
947850,1860,101,189,0,1150323144
947852,1855,86,207,0,1153324652
947858,1825,104,213,0,1156322016
947895,1761,120,224,0,1159301559
947830,1828,122,220,0,1162296305
947857,1808,139,196,0,1165293295
947862,1786,149,203,0,1168286851
947893,1774,120,213,0,1171277054
947908,1743,121,228,0,1174263541
947868,1750,139,243,0,1177264218
947950,1712,117,221,0,1180250446
947953,1682,139,226,0,1183243420
947911,1705,148,236,0,1186235038
947912,1703,151,234,0,1189228897
947934,1722,119,225,0,1192219017
947930,1725,125,220,0,1195222657
947871,1793,125,211,0,1198216599
947836,1835,122,207,0,1201209465
947902,1787,105,206,0,1204203029
947870,1808,108,214,0,1207210501
947850,1856,79,215,0,1210205422
947810,1898,81,211,0,1213197348
947803,1898,85,214,0,1216191532
947775,1923,74,228,0,1219189532
947779,1896,94,231,0,1222175121
947787,1869,101,243,0,1225175399
947792,1877,107,224,0,1228168868
947790,1901,102,207,0,1231165104
947833,1867,104,196,0,1234165889
947803,1896,98,203,0,1237160952
947762,1926,81,231,0,1240151741
947798,1908,73,221,0,1243155630
947823,1867,98,212,0,1246154947
947786,1921,88,205,0,1249143011
947795,1929,77,199,0,1252146334
947776,1937,81,206,0,1255152723
947763,1937,101,199,0,1258156118
947775,1899,108,218,0,1261143000
947715,1962,99,224,0,1264136800
947697,1954,103,246,0,1267126144
947676,1965,112,247,0,1270124463
947655,1984,103,258,0,1273129681
947630,2031,94,245,0,1276115802
947614,2022,112,252,0,1279114749
947552,2088,108,252,0,1282107762
