"recipients","donors","transconjugants","segregadas","adaptations_number","cycle"
"712",943804,5288,106,802,0,2134869306
"713",943878,5230,118,774,0,2137858577
"714",943840,5283,109,768,0,2140855947
"715",943839,5279,98,784,0,2143850945
"716",943983,5131,89,797,0,2146844131
"717",944019,5066,96,819,0,2149851767
"718",944023,5050,96,831,0,2152852427
"719",944017,5023,110,850,0,2155842957
"720",944024,5025,108,843,0,2158826799
"721",944038,5013,103,846,0,2161819676
"722",943888,5106,111,895,0,2164815993
"723",943893,5090,102,915,0,2167810339
"724",943960,5035,120,885,0,2170805016
"725",943872,5147,109,872,0,2173800889
"726",943851,5156,114,879,0,2176792170
"727",943747,5241,123,889,0,2179787518
"728",943740,5246,132,882,0,2182784534
"729",943643,5346,137,874,0,2185784757
"730",943694,5319,146,841,0,2188781372
"731",943689,5341,123,847,0,2191777010
"732",943650,5340,135,875,0,2194774136
"733",943598,5395,118,889,0,2197772677
"734",943698,5288,123,891,0,2200771681
"735",943656,5354,132,858,0,2203762929
"736",943515,5501,139,845,0,2206755653
"737",943491,5505,143,861,0,2209750600
"738",943504,5498,136,862,0,2212743091
"739",943594,5442,107,857,0,2215738163
"740",943521,5498,101,880,0,2218726181
"741",943493,5549,116,842,0,2221715804
"742",943502,5575,100,823,0,2224711755
"743",943486,5567,93,854,0,2227710290
"744",943576,5496,100,828,0,2230711992
"745",943551,5505,110,834,0,2233705913
"746",943587,5462,116,835,0,2236686552
"747",943547,5507,106,840,0,2239680615
"748",943552,5506,111,831,0,2242680345
"749",943498,5560,106,836,0,2245670747
"750",943522,5566,101,811,0,2248648748
"751",943525,5564,111,800,0,2251642966
"752",943468,5611,125,796,0,2254647133
"753",943395,5690,105,810,0,2257641171
"754",943347,5705,114,834,0,2260636284
"755",943410,5708,84,798,0,2263629860
"756",943440,5668,85,807,0,2266611730
"757",943436,5664,92,808,0,2269614297
"758",943454,5685,86,775,0,2272610135
"759",943491,5638,60,811,0,2275621300
"760",943513,5591,59,837,0,2278616670
"761",943541,5550,60,849,0,2281609370
"762",943491,5575,61,873,0,2284606165
"763",943412,5602,59,927,0,2287600832
"764",943438,5557,69,936,0,2290591604
"765",943391,5590,86,933,0,2293585837
"766",943357,5559,101,983,0,2296583181
"767",943378,5540,112,970,0,2299567872
"768",943420,5543,83,954,0,2302566933
"769",943311,5644,82,963,0,2305562392
"770",943439,5522,75,964,0,2308550946
"771",943349,5607,98,946,0,2311545498
"772",943348,5580,121,951,0,2314535839
"773",943277,5685,115,923,0,2317528288
"774",943340,5611,111,938,0,2320524185
"775",943325,5664,94,917,0,2323511509
"776",943320,5685,97,898,0,2326510615
"777",943380,5661,94,865,0,2329495331
"778",943418,5615,110,857,0,2332487554
"779",943421,5615,106,858,0,2335488096
"780",943344,5695,123,838,0,2338484942
"781",943394,5646,127,833,0,2341480053
"782",943385,5625,126,864,0,2344473566
"783",943397,5664,115,824,0,2347472862
"784",943334,5712,126,828,0,2350476357
"785",943338,5707,124,831,0,2353483668
"786",943298,5736,123,843,0,2356474816
"787",943318,5737,112,833,0,2359475247
"788",943328,5681,121,870,0,2362473878
"789",943213,5767,129,891,0,2365478583
"790",943241,5761,109,889,0,2368470141
"791",943225,5776,98,901,0,2371462328
"792",943229,5747,109,915,0,2374458309
"793",943204,5825,103,868,0,2377465392
"794",943141,5863,112,884,0,2380463213
"795",943189,5804,103,904,0,2383448434
"796",943165,5796,104,935,0,2386432235
"797",943216,5790,99,895,0,2389430973
"798",943251,5755,98,896,0,2392439574
"799",943308,5690,97,905,0,2395442010
"800",943389,5621,108,882,0,2398444557
"801",943478,5541,94,887,0,2401436069
"802",943397,5618,93,892,0,2404421642
"803",943426,5581,91,902,0,2407413400
"804",943380,5647,77,896,0,2410401231
"805",943343,5677,75,905,0,2413405403
"806",943368,5700,79,853,0,2416394759
"807",943365,5686,108,841,0,2419391477
"808",943348,5676,102,874,0,2422391406
"809",943347,5675,112,866,0,2425395486
"810",943386,5656,124,834,0,2428390863
"811",943319,5704,121,856,0,2431380004
"812",943378,5663,116,843,0,2434377258
"813",943314,5685,117,884,0,2437368867
"814",943340,5676,115,869,0,2440347255
"815",943367,5691,89,853,0,2443346725
"816",943418,5627,73,882,0,2446337552
"817",943325,5733,91,851,0,2449335333
"818",943279,5782,86,853,0,2452328101
"819",943188,5852,88,872,0,2455334473
"820",943069,5909,100,922,0,2458341655
"821",943076,5913,100,911,0,2461339918
"822",943069,5903,125,903,0,2464338282
"823",943059,5954,113,874,0,2467345556
"824",943060,5937,111,892,0,2470350298
"825",943038,5950,128,884,0,2473350190
"826",943070,5908,135,887,0,2476337475
"827",943041,5956,141,862,0,2479329770
"828",943051,5972,129,848,0,2482320562
"829",943025,6032,115,828,0,2485313151
"830",942960,6125,109,806,0,2488310828
"831",942963,6181,119,737,0,2491303958
"832",942876,6236,129,759,0,2494299085
"833",942842,6273,117,768,0,2497300274
"834",942928,6171,149,752,0,2500295248
"835",942910,6227,126,737,0,2503289514
"836",942842,6274,126,758,0,2506279873
"837",942816,6356,116,712,0,2509277614
"838",942826,6334,112,728,0,2512286826
"839",942893,6253,106,748,0,2515277122
"840",942879,6224,99,798,0,2518281284
"841",942858,6233,90,819,0,2521279401
"842",942762,6345,97,796,0,2524281448
"843",942723,6358,106,813,0,2527269395
"844",942735,6335,90,840,0,2530268147
"845",942738,6363,100,799,0,2533260868
"846",942657,6427,116,800,0,2536263244
"847",942584,6476,130,810,0,2539248435
"848",942474,6545,136,845,0,2542232300
"849",942506,6448,158,888,0,2545225648
"850",942513,6419,165,903,0,2548220220
"851",942412,6545,127,916,0,2551219500
"852",942401,6567,115,917,0,2554213729
"853",942389,6553,108,950,0,2557213822
"854",942465,6471,115,949,0,2560210755
"855",942512,6443,104,941,0,2563200018
"856",942469,6428,119,984,0,2566191183
"857",942409,6449,139,1003,0,2569185361
"858",942343,6501,133,1023,0,2572175819
"859",942231,6596,122,1051,0,2575167811
"860",942230,6585,133,1052,0,2578156728
"861",942205,6563,130,1102,0,2581159690
"862",942067,6653,116,1164,0,2584147536
"863",942067,6643,104,1186,0,2587131108
"864",942013,6673,104,1210,0,2590113610
"865",942007,6680,125,1188,0,2593107817
"866",942015,6656,123,1206,0,2596101410
"867",942007,6637,129,1227,0,2599091610
"868",942027,6624,119,1230,0,2602081138
"869",942071,6550,105,1274,0,2605077883
"870",942025,6549,114,1312,0,2608071730
"871",942011,6589,98,1302,0,2611058018
"872",941868,6659,98,1375,0,2614051125
"873",941883,6620,92,1405,0,2617042227
"874",941947,6586,84,1383,0,2620048219
"875",941938,6549,86,1427,0,2623047013
"876",941901,6617,85,1397,0,2626034639
"877",941856,6735,77,1332,0,2629024990
"878",941840,6725,77,1358,0,2632016733
"879",941890,6694,76,1340,0,2635029131
"880",941817,6729,69,1385,0,2638022090
"881",941779,6726,78,1417,0,2641014845
"882",941704,6799,75,1422,0,2644003511
"883",941590,6864,92,1454,0,2646997563
"884",941516,6974,92,1418,0,2649997179
"885",941586,6931,103,1380,0,2652992244
"886",941553,6968,102,1377,0,2655986925
"887",941514,7009,87,1390,0,2658985315
"888",941542,6923,96,1439,0,2661994495
"889",941487,6930,116,1467,0,2665001875
"890",941545,6903,120,1432,0,2667994787
"891",941543,6931,127,1399,0,2670995838
"892",941502,6947,122,1429,0,2673987575
"893",941470,6970,113,1447,0,2676989804
"894",941454,7009,121,1416,0,2679986514
"895",941437,6974,126,1463,0,2682977064
"896",941434,6946,139,1481,0,2685968893
"897",941510,6902,109,1479,0,2688969244
"898",941537,6876,123,1464,0,2691979874
"899",941601,6792,112,1495,0,2694977407
"900",941606,6772,115,1507,0,2697963850
"901",941471,6916,119,1494,0,2700968178
"902",941585,6788,130,1497,0,2703969831
"903",941474,6933,125,1468,0,2706971915
"904",941436,6958,136,1470,0,2709957376
"905",941395,7006,138,1461,0,2712953305
"906",941475,6960,140,1425,0,2715938617
"907",941393,7034,133,1440,0,2718928317
"908",941344,7087,133,1436,0,2721923278
"909",941308,7154,130,1408,0,2724925579
"910",941247,7121,161,1471,0,2727917489
"911",941303,7074,169,1454,0,2730903405
"912",941290,7075,176,1459,0,2733902458
"913",941306,7120,152,1422,0,2736899924
"914",941284,7194,156,1366,0,2739898408
"915",941215,7251,167,1367,0,2742884271
"916",941086,7387,145,1382,0,2745888360
"917",941057,7440,150,1353,0,2748889746
"918",940956,7528,143,1373,0,2751881828
"919",940878,7564,137,1421,0,2754877464
"920",940802,7661,117,1420,0,2757873386
"921",940734,7717,114,1435,0,2760865906
"922",940719,7691,117,1473,0,2763867570
"923",940661,7722,112,1505,0,2766876768
"924",940638,7690,128,1544,0,2769869929
"925",940541,7712,152,1595,0,2772858070
"926",940607,7599,162,1632,0,2775859188
"927",940608,7587,142,1663,0,2778859539
"928",940544,7677,145,1634,0,2781856996
"929",940571,7628,154,1647,0,2784847260
"930",940664,7570,152,1614,0,2787841233
"931",940701,7519,136,1644,0,2790845862
"932",940683,7523,129,1665,0,2793837280
"933",940669,7540,136,1655,0,2796827365
"934",940649,7540,141,1670,0,2799830517
"935",940739,7507,147,1607,0,2802822659
"936",940667,7521,138,1674,0,2805831422
"937",940654,7491,128,1727,0,2808820973
"938",940654,7515,129,1702,0,2811813398
"939",940650,7478,141,1731,0,2814811119
"940",940587,7498,134,1781,0,2817802170
"941",940594,7507,117,1782,0,2820797127
"942",940527,7540,146,1787,0,2823788261
"943",940532,7500,130,1838,0,2826774150
"944",940589,7486,124,1801,0,2829760880
"945",940445,7644,121,1790,0,2832752054
"946",940456,7640,129,1775,0,2835744787
"947",940445,7682,153,1720,0,2838730508
"948",940340,7757,163,1740,0,2841717889
"949",940318,7791,150,1741,0,2844714284
"950",940318,7767,134,1781,0,2847704975
"951",940336,7746,112,1806,0,2850696350
"952",940445,7671,90,1794,0,2853691152
"953",940567,7501,103,1829,0,2856676500
"954",940563,7507,93,1837,0,2859680266
"955",940541,7520,110,1829,0,2862663185
"956",940601,7484,113,1802,0,2865664268
"957",940575,7469,115,1841,0,2868644040
"958",940594,7499,118,1789,0,2871645975
"959",940640,7449,127,1784,0,2874652551
"960",940614,7477,141,1768,0,2877650210
"961",940552,7520,156,1772,0,2880646097
"962",940523,7571,152,1754,0,2883638658
"963",940539,7552,174,1735,0,2886637865
"964",940426,7655,157,1762,0,2889639488
"965",940331,7748,130,1791,0,2892625516
"966",940217,7790,131,1862,0,2895627642
"967",940376,7681,109,1834,0,2898616024
"968",940426,7626,137,1811,0,2901607980
"969",940348,7650,145,1857,0,2904600495
"970",940245,7812,156,1787,0,2907589544
"971",940190,7849,154,1807,0,2910591739
"972",940311,7768,152,1769,0,2913573160
"973",940207,7787,152,1854,0,2916565332
"974",940218,7803,157,1822,0,2919570640
"975",940166,7833,163,1838,0,2922565916
"976",940106,7915,161,1818,0,2925569895
"977",940093,7941,176,1790,0,2928563104
"978",940068,8014,179,1739,0,2931552333
"979",940115,7973,161,1751,0,2934543281
"980",940118,7985,140,1757,0,2937545459
"981",940077,8005,120,1798,0,2940536210
"982",940040,7991,140,1829,0,2943513747
"983",940135,7919,126,1820,0,2946524248
"984",940056,8032,133,1779,0,2949503196
"985",940015,8062,129,1794,0,2952501543
"986",940025,8039,158,1778,0,2955497254
"987",939974,8052,169,1805,0,2958483128
"988",939888,8125,177,1810,0,2961476138
"989",939933,8042,192,1833,0,2964463874
"990",939900,8053,163,1884,0,2967451019
"991",939736,8146,153,1965,0,2970441017
"992",939831,8089,152,1928,0,2973436639
"993",939812,8117,142,1929,0,2976435571
"994",939838,8035,140,1987,0,2979429372
"995",939749,8068,150,2033,0,2982413827
"996",939731,8051,146,2072,0,2985406002
"997",939734,8045,149,2072,0,2988393635
"998",939655,8105,137,2103,0,2991371695
"999",939693,8027,139,2141,0,2994366571
"1000",939762,7988,131,2119,0,2997354845
"1001",939660,8008,133,2199,0,3000356680
"1002",939626,8015,163,2196,0,3003350085
"1003",939721,7964,160,2155,0,3006339179
"1004",939620,7998,161,2221,0,3009342972
"1005",939678,7893,160,2269,0,3012344901
"1006",939650,7915,159,2276,0,3015350612
"1007",939650,7984,139,2227,0,3018347390
"1008",939665,7968,139,2228,0,3021358044
"1009",939584,8000,134,2282,0,3024349865
"1010",939623,7946,134,2297,0,3027352307
"1011",939658,7883,158,2301,0,3030340686
"1012",939660,7867,140,2333,0,3033340271
"1013",939542,7999,156,2303,0,3036326034
"1014",939543,7995,166,2296,0,3039309323
"1015",939609,8029,161,2201,0,3042297441
"1016",939566,8063,142,2229,0,3045302794
"1017",939560,8151,130,2159,0,3048299414
"1018",939533,8212,116,2139,0,3051292553
"1019",939593,8182,126,2099,0,3054280176
"1020",939654,8187,109,2050,0,3057281738
"1021",939574,8258,119,2049,0,3060283588
"1022",939566,8281,108,2045,0,3063278643
"1023",939493,8276,140,2091,0,3066272295
"1024",939603,8196,133,2068,0,3069266065
"1025",939462,8321,137,2080,0,3072249476
"1026",939511,8214,154,2121,0,3075232296
"1027",939462,8296,164,2078,0,3078215199
"1028",939477,8303,152,2068,0,3081204198
"1029",939505,8362,157,1976,0,3084204932
"1030",939497,8367,174,1962,0,3087194814
"1031",939382,8449,190,1979,0,3090184639
"1032",939359,8509,160,1972,0,3093177000
"1033",939454,8466,150,1930,0,3096173966
"1034",939438,8530,134,1898,0,3099180827
"1035",939377,8627,159,1837,0,3102167854
"1036",939417,8632,165,1786,0,3105167488
"1037",939486,8558,177,1779,0,3108152777
"1038",939239,8751,173,1837,0,3111156069
"1039",939199,8721,179,1901,0,3114151659
"1040",939168,8824,164,1844,0,3117140417
"1041",939161,8835,174,1830,0,3120136378
"1042",939239,8830,143,1788,0,3123136333
"1043",939366,8761,133,1740,0,3126129712
"1044",939322,8775,142,1761,0,3129120409
"1045",939382,8696,153,1769,0,3132119522
"1046",939291,8782,158,1769,0,3135111766
"1047",939278,8798,134,1790,0,3138117461
"1048",939304,8784,122,1790,0,3141107431
"1049",939150,8934,154,1762,0,3144097856
"1050",939126,8945,154,1775,0,3147098368
"1051",939049,9016,163,1772,0,3150109210
"1052",938990,9071,177,1762,0,3153106571
"1053",939064,9004,160,1772,0,3156097841
"1054",938995,9008,169,1828,0,3159094492
"1055",938992,9061,153,1794,0,3162097185
"1056",939098,8971,167,1764,0,3165096068
"1057",938978,9038,174,1810,0,3168088414
"1058",939108,8915,184,1793,0,3171072587
"1059",939154,8942,164,1740,0,3174076410
"1060",939043,8952,182,1823,0,3177083168
"1061",938984,9009,187,1820,0,3180073860
"1062",939054,8982,165,1799,0,3183068759
"1063",939089,8890,165,1856,0,3186071361
"1064",939116,8866,139,1879,0,3189062196
"1065",939221,8783,133,1863,0,3192067622
"1066",939238,8789,130,1843,0,3195072323
"1067",939164,8792,139,1905,0,3198070274
"1068",939129,8858,131,1882,0,3201055695
"1069",939202,8736,123,1939,0,3204048297
"1070",939267,8705,126,1902,0,3207046309
"1071",939328,8618,126,1928,0,3210048962
"1072",939295,8709,136,1860,0,3213033893
"1073",939325,8673,118,1884,0,3216032446
"1074",939423,8618,131,1828,0,3219021097
