"recipients","donors","transconjugants","segregadas","adaptations_number","cycle"
"719",946616,2596,51,737,0,2156358740
"720",946676,2551,43,730,0,2159359382
"721",946639,2592,48,721,0,2162342758
"722",946574,2671,39,716,0,2165345118
"723",946586,2656,34,724,0,2168354378
"724",946592,2679,44,685,0,2171350716
"725",946590,2723,52,635,0,2174332355
"726",946626,2696,57,621,0,2177324540
"727",946597,2708,49,646,0,2180308470
"728",946519,2747,50,684,0,2183305128
"729",946468,2804,42,686,0,2186302219
"730",946513,2728,52,707,0,2189289200
"731",946510,2691,43,756,0,2192283018
"732",946444,2733,42,781,0,2195277968
"733",946471,2745,40,744,0,2198269995
"734",946526,2714,35,725,0,2201263439
"735",946515,2723,35,727,0,2204276230
"736",946517,2763,29,691,0,2207273588
"737",946536,2727,27,710,0,2210262466
"738",946489,2782,40,689,0,2213238447
"739",946488,2789,43,680,0,2216234929
"740",946525,2724,55,696,0,2219229666
"741",946537,2730,56,677,0,2222234353
"742",946537,2713,66,684,0,2225234295
"743",946611,2681,48,660,0,2228227950
"744",946632,2661,51,656,0,2231217592
"745",946673,2649,52,626,0,2234209040
"746",946648,2690,67,595,0,2237198725
"747",946645,2672,78,605,0,2240192236
"748",946631,2709,77,583,0,2243187413
"749",946598,2730,82,590,0,2246175137
"750",946523,2788,85,604,0,2249161354
"751",946479,2829,83,609,0,2252166088
"752",946470,2810,84,636,0,2255164171
"753",946480,2821,67,632,0,2258154928
"754",946428,2886,61,625,0,2261146212
"755",946381,2945,58,616,0,2264137867
"756",946377,2973,52,598,0,2267136968
"757",946391,2956,32,621,0,2270121592
"758",946383,2998,31,588,0,2273110164
"759",946370,3037,38,555,0,2276106820
"760",946372,3000,41,587,0,2279105300
"761",946368,2998,47,587,0,2282104827
"762",946400,3002,44,554,0,2285103634
"763",946398,3050,46,506,0,2288101046
"764",946365,3084,45,506,0,2291091579
"765",946406,3015,47,532,0,2294094263
"766",946374,3052,51,523,0,2297090023
"767",946401,3055,57,487,0,2300081483
"768",946364,3081,42,513,0,2303068997
"769",946258,3122,51,569,0,2306070585
"770",946255,3180,41,524,0,2309062216
"771",946298,3129,46,527,0,2312052054
"772",946264,3138,66,532,0,2315040088
"773",946214,3201,64,521,0,2318022473
"774",946284,3119,61,536,0,2321013466
"775",946298,3118,72,512,0,2324018120
"776",946223,3173,75,529,0,2327019886
"777",946243,3146,86,525,0,2330015381
"778",946300,3103,77,520,0,2333014466
"779",946211,3167,81,541,0,2336008034
"780",946108,3236,90,566,0,2339015146
"781",946100,3295,79,526,0,2342017398
"782",946036,3301,95,568,0,2345002769
"783",945974,3363,102,561,0,2347987539
"784",945977,3352,102,569,0,2350971340
"785",946018,3362,90,530,0,2353973296
"786",945980,3396,91,533,0,2356966981
"787",945981,3407,88,524,0,2359964186
"788",946002,3399,88,511,0,2362965522
"789",946003,3374,71,552,0,2365958845
"790",946012,3375,80,533,0,2368956129
"791",946038,3389,61,512,0,2371954040
"792",945993,3413,59,535,0,2374949421
"793",945906,3480,53,561,0,2377946686
"794",945917,3474,52,557,0,2380953462
"795",945962,3436,62,540,0,2383945018
"796",946005,3456,46,493,0,2386947150
"797",946026,3424,35,515,0,2389937588
"798",946018,3410,51,521,0,2392939058
"799",945969,3444,56,531,0,2395950500
"800",945911,3465,66,558,0,2398950065
"801",945956,3470,58,516,0,2401947339
"802",946010,3382,52,556,0,2404952393
"803",945924,3454,45,577,0,2407942161
"804",945988,3394,38,580,0,2410921392
"805",945920,3441,54,585,0,2413917996
"806",946022,3390,49,539,0,2416909409
"807",945995,3402,57,546,0,2419903717
"808",945950,3446,71,533,0,2422896974
"809",945934,3462,69,535,0,2425889952
"810",945953,3513,57,477,0,2428881209
"811",945926,3546,57,471,0,2431871914
"812",945884,3572,65,479,0,2434868514
"813",945863,3622,48,467,0,2437866702
"814",945851,3624,64,461,0,2440876179
"815",945826,3625,61,488,0,2443879661
"816",945922,3508,84,486,0,2446879502
"817",945838,3573,85,504,0,2449878623
"818",945844,3557,90,509,0,2452877447
"819",945800,3605,97,498,0,2455869355
"820",945811,3596,95,498,0,2458869717
"821",945768,3623,81,528,0,2461862649
"822",945749,3665,66,520,0,2464858799
"823",945735,3695,77,493,0,2467854045
"824",945751,3696,68,485,0,2470846887
"825",945795,3652,74,479,0,2473827498
"826",945815,3645,71,469,0,2476816033
"827",945851,3602,79,468,0,2479811331
"828",945831,3610,67,492,0,2482803959
"829",945819,3619,55,507,0,2485804006
"830",945810,3638,41,511,0,2488798061
"831",945801,3658,46,495,0,2491797592
"832",945774,3660,48,518,0,2494796725
"833",945791,3640,63,506,0,2497781844
"834",945710,3722,76,492,0,2500773693
"835",945675,3835,65,425,0,2503768696
"836",945654,3877,63,406,0,2506766070
"837",945623,3927,75,375,0,2509755859
"838",945610,3964,63,363,0,2512756959
"839",945541,4005,68,386,0,2515744222
"840",945578,3973,87,362,0,2518738356
"841",945569,3979,95,357,0,2521749182
"842",945542,4044,81,333,0,2524749928
"843",945545,4017,77,361,0,2527736808
"844",945532,4048,70,350,0,2530732962
"845",945477,4049,90,384,0,2533724679
"846",945558,3961,85,396,0,2536712856
"847",945515,4022,71,392,0,2539695910
"848",945416,4109,91,384,0,2542699244
"849",945402,4135,106,357,0,2545689922
"850",945343,4206,101,350,0,2548686135
"851",945460,4079,107,354,0,2551676524
"852",945481,4066,102,351,0,2554683905
"853",945428,4112,108,352,0,2557679709
"854",945426,4090,101,383,0,2560690544
"855",945338,4179,100,383,0,2563689245
"856",945320,4170,110,400,0,2566673671
"857",945277,4166,133,424,0,2569664792
"858",945321,4155,111,413,0,2572664271
"859",945274,4187,102,437,0,2575649800
"860",945357,4127,106,410,0,2578637143
"861",945338,4132,113,417,0,2581629271
"862",945335,4147,107,411,0,2584615021
"863",945432,4063,94,411,0,2587611729
"864",945467,4060,91,382,0,2590593776
"865",945511,4009,96,384,0,2593590152
"866",945472,4091,91,346,0,2596594051
"867",945467,4075,94,364,0,2599595410
"868",945420,4145,72,363,0,2602589925
"869",945503,4042,89,366,0,2605589350
"870",945487,4043,90,380,0,2608583256
"871",945471,4069,80,380,0,2611580972
"872",945470,4061,80,389,0,2614582719
"873",945456,4081,77,386,0,2617571365
"874",945526,4000,72,402,0,2620561584
"875",945449,4070,66,415,0,2623549977
"876",945444,4088,70,398,0,2626538185
"877",945454,4074,66,406,0,2629532449
"878",945462,4047,67,424,0,2632533141
"879",945365,4147,69,419,0,2635532452
"880",945422,4099,75,404,0,2638523038
"881",945414,4111,82,393,0,2641522165
"882",945369,4146,80,405,0,2644520648
"883",945350,4179,82,389,0,2647516712
"884",945301,4210,90,399,0,2650502705
"885",945408,4173,71,348,0,2653495940
"886",945415,4137,72,376,0,2656489804
"887",945441,4089,74,396,0,2659492253
"888",945439,4124,68,369,0,2662497347
"889",945338,4227,77,358,0,2665483110
"890",945313,4256,77,354,0,2668481600
"891",945252,4294,85,369,0,2671476290
"892",945146,4362,107,385,0,2674458789
"893",945181,4311,128,380,0,2677452709
"894",945113,4386,117,384,0,2680449274
"895",945096,4367,115,422,0,2683448461
"896",945106,4346,108,440,0,2686438973
"897",945164,4308,97,431,0,2689431877
"898",945184,4299,111,406,0,2692439569
"899",945130,4325,137,408,0,2695448328
"900",945117,4351,105,427,0,2698447448
"901",945066,4412,113,409,0,2701438893
"902",945078,4455,91,376,0,2704431948
"903",945092,4450,101,357,0,2707426116
"904",945057,4466,96,381,0,2710423941
"905",945135,4390,71,404,0,2713411244
"906",945201,4313,84,402,0,2716385185
"907",945246,4273,79,402,0,2719376286
"908",945230,4303,67,400,0,2722372302
"909",945287,4240,67,406,0,2725365117
"910",945340,4186,65,409,0,2728347052
"911",945382,4146,64,408,0,2731332929
"912",945276,4247,63,414,0,2734323998
"913",945197,4326,49,428,0,2737316822
"914",945270,4255,54,421,0,2740315678
"915",945296,4238,52,414,0,2743303534
"916",945312,4207,70,411,0,2746299458
"917",945302,4239,66,393,0,2749293006
"918",945266,4254,75,405,0,2752289109
"919",945226,4274,81,419,0,2755287758
"920",945160,4297,74,469,0,2758291652
"921",945158,4312,76,454,0,2761280875
"922",945113,4404,74,409,0,2764261168
"923",945109,4412,80,399,0,2767257947
"924",945158,4374,78,390,0,2770252949
"925",945172,4353,75,400,0,2773246994
"926",945170,4362,79,389,0,2776254356
"927",945237,4297,68,398,0,2779236235
"928",945253,4306,67,374,0,2782227124
"929",945188,4358,76,378,0,2785215914
"930",945141,4403,75,381,0,2788211366
"931",945147,4369,81,403,0,2791212759
"932",945192,4350,76,382,0,2794208291
"933",945122,4432,83,363,0,2797196954
"934",945122,4459,77,342,0,2800189317
"935",945042,4537,72,349,0,2803189304
"936",944992,4577,81,350,0,2806186213
"937",945022,4553,82,343,0,2809182071
"938",945092,4477,84,347,0,2812179282
"939",945036,4511,92,361,0,2815160839
"940",945013,4519,91,377,0,2818159862
"941",944991,4558,87,364,0,2821147789
"942",944968,4600,89,343,0,2824146722
"943",944971,4612,100,317,0,2827144885
"944",945027,4562,93,318,0,2830130839
"945",945083,4531,81,305,0,2833122421
"946",945050,4546,85,319,0,2836110462
"947",944955,4605,86,354,0,2839106742
"948",944920,4604,98,378,0,2842098945
"949",944971,4562,98,369,0,2845081108
"950",945020,4533,88,359,0,2848070747
"951",945083,4469,94,354,0,2851077692
"952",945079,4477,90,354,0,2854074767
"953",945118,4444,78,360,0,2857071505
"954",945036,4512,76,376,0,2860057057
"955",945052,4508,63,377,0,2863051022
"956",945000,4566,81,353,0,2866042052
"957",945065,4490,77,368,0,2869034327
"958",945012,4520,82,386,0,2872049773
"959",945001,4547,86,366,0,2875045647
"960",944993,4552,89,366,0,2878037079
"961",944951,4597,93,359,0,2881034001
"962",944942,4585,84,389,0,2884027240
"963",945014,4523,61,402,0,2887024630
"964",945067,4483,68,382,0,2890015853
"965",944980,4552,82,386,0,2893002382
"966",944937,4601,82,380,0,2895996116
"967",944963,4601,82,354,0,2898999131
"968",944922,4615,111,352,0,2901991621
"969",944896,4664,106,334,0,2904988346
"970",944844,4750,96,310,0,2907982787
"971",944854,4715,102,329,0,2910979877
"972",944893,4724,97,286,0,2913978642
"973",944940,4679,114,267,0,2916988298
"974",944908,4753,120,219,0,2919979351
"975",944953,4729,116,202,0,2922983706
"976",944955,4706,128,211,0,2925977236
"977",944846,4813,123,218,0,2928964422
"978",944963,4688,121,228,0,2931954735
"979",944982,4654,112,252,0,2934957227
"980",944964,4682,106,248,0,2937956442
"981",944900,4762,107,231,0,2940947927
"982",944829,4824,100,247,0,2943945478
"983",944859,4764,120,257,0,2946934554
"984",944872,4721,132,275,0,2949930365
"985",944951,4662,111,276,0,2952933045
"986",944894,4715,105,286,0,2955935092
"987",944868,4751,86,295,0,2958926851
"988",944856,4749,89,306,0,2961923480
"989",944842,4752,115,291,0,2964909148
"990",944889,4698,107,306,0,2967893036
"991",944894,4691,107,308,0,2970890930
"992",944824,4708,123,345,0,2973883430
"993",944853,4646,126,375,0,2976873751
"994",944818,4672,124,386,0,2979859950
"995",944790,4674,146,390,0,2982861829
"996",944673,4812,109,406,0,2985850251
"997",944749,4728,115,408,0,2988844156
"998",944780,4688,115,417,0,2991826326
"999",944871,4616,107,406,0,2994817469
"1000",944885,4595,107,413,0,2997813444
"1001",944885,4658,70,387,0,3000807213
"1002",944897,4614,87,402,0,3003806049
"1003",944812,4690,97,401,0,3006783634
"1004",944889,4634,105,372,0,3009772296
"1005",944881,4643,101,375,0,3012759590
"1006",944974,4567,96,363,0,3015760180
"1007",945007,4550,81,362,0,3018763629
"1008",944981,4586,82,351,0,3021749938
"1009",944951,4596,98,355,0,3024733800
"1010",944968,4569,93,370,0,3027731906
"1011",944923,4608,94,375,0,3030725135
"1012",944975,4552,100,373,0,3033725819
"1013",945045,4474,103,378,0,3036730182
"1014",945062,4481,83,374,0,3039714955
"1015",945090,4424,87,399,0,3042710237
"1016",945052,4446,98,404,0,3045709497
"1017",945085,4449,79,387,0,3048709154
"1018",945085,4445,92,378,0,3051696994
"1019",945000,4515,88,397,0,3054703069
"1020",944956,4539,75,430,0,3057689248
"1021",945034,4450,92,424,0,3060678030
"1022",945035,4440,90,435,0,3063676889
"1023",945079,4364,92,465,0,3066668098
"1024",945124,4343,100,433,0,3069655254
"1025",945072,4352,102,474,0,3072664247
"1026",944968,4404,112,516,0,3075662757
"1027",945047,4341,115,497,0,3078652929
"1028",944981,4409,119,491,0,3081652234
"1029",944956,4415,119,510,0,3084644720
"1030",944961,4410,126,503,0,3087629638
"1031",944952,4468,118,462,0,3090624898
"1032",944964,4435,124,477,0,3093627290
"1033",944927,4459,144,470,0,3096629149
"1034",944933,4459,126,482,0,3099619535
"1035",944959,4429,134,478,0,3102618655
"1036",944962,4463,128,447,0,3105613776
"1037",944982,4458,113,447,0,3108612926
"1038",945086,4368,101,445,0,3111597343
"1039",945107,4356,79,458,0,3114593323
"1040",945048,4389,93,470,0,3117591108
"1041",945044,4396,89,471,0,3120590731
"1042",945070,4384,80,466,0,3123581566
"1043",945074,4385,67,474,0,3126581795
"1044",945008,4464,69,459,0,3129575350
"1045",945038,4403,59,500,0,3132580428
"1046",945084,4375,61,480,0,3135570933
"1047",945074,4386,64,476,0,3138565610
"1048",945003,4435,61,501,0,3141561750
"1049",944948,4458,58,536,0,3144542933
"1050",944896,4512,67,525,0,3147531365
"1051",944860,4543,84,513,0,3150528125
"1052",944843,4595,73,489,0,3153530470
"1053",944752,4666,87,495,0,3156538681
"1054",944785,4631,99,485,0,3159518131
"1055",944740,4684,89,487,0,3162503302
"1056",944706,4747,74,473,0,3165495528
"1057",944731,4717,59,493,0,3168485232
"1058",944621,4791,70,518,0,3171488667
"1059",944573,4851,93,483,0,3174471820
"1060",944596,4823,85,496,0,3177460680
"1061",944606,4784,94,516,0,3180455414
"1062",944610,4764,104,522,0,3183454914
"1063",944645,4765,86,504,0,3186448844
"1064",944547,4844,97,512,0,3189441974
"1065",944464,4915,105,516,0,3192440201
"1066",944539,4852,95,514,0,3195428464
"1067",944520,4837,98,545,0,3198425705
"1068",944527,4846,85,542,0,3201411380
"1069",944532,4837,82,549,0,3204402070
"1070",944477,4867,81,575,0,3207394348
"1071",944499,4885,90,526,0,3210391588
"1072",944507,4852,81,560,0,3213389020
"1073",944454,4890,75,581,0,3216390660
"1074",944463,4879,83,575,0,3219395402
